"meaning","language","word","lingpy.cognate","expert.cognate","word.count","corpora.size","corpora.type","corpus","states","taxa","word.type","glottocode","source.ids","mean.roc","sd.roc"
"MZS","Catalan","cosí","AZ","latin",868,4189954719,"web","Catalan Web 2014 (caTenTen14)",11,"Catalan","kinterm","stan1289","IE286(416)",4.16150008280831,0.0134001669082929
"MZS","Slovak","bratanec","BM","slavic",NA,NA,NA,NA,11,"Slovak","kinterm","slov1269","IE146(588);IE177(101)",4.16150008280831,0.0134001669082929
"MZS","Romanian","văr","EX","iberian",1130,44729032,"web","Romanian Web (roWaC)",11,"Romanian_List","kinterm","roma1327",NA,4.16150008280831,0.0134001669082929
"MZS","Portuguese","primo","ER","iberian",97009,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",11,"Portuguese_ST","kinterm","port1283","IE80(166)",4.16150008280831,0.0134001669082929
"MZS","Bulgarian","братовчед","AP","slavic",3239,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",11,"Bulgarian","kinterm","bulg1262",NA,4.16150008280831,0.0134001669082929
"MZS","Spanish","primo","ER","iberian",351,1e+08,"written","CoE",11,"Spanish","kinterm","stan1288","IE80(156-167)",4.16150008280831,0.0134001669082929
"MZS","Polish","kuzyn","CR","latin",928,3e+08,"written","Polish NC written PELCRA spoken",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",4.16150008280831,0.0134001669082929
"MZS","Czech","bratranec","BM","slavic",24781,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",4.16150008280831,0.0134001669082929
"MZS","Italian","cugino","DW","latin",4,1.3e+08,"spoken","CORIS",11,"Italian","kinterm","ital1282","IE80(156,167)",4.16150008280831,0.0134001669082929
"MZS","Icelandic","frændi","DP","misc",251,6.5e+07,"written","textasafn",11,"Icelandic_ST","kinterm","icel1247","IE89(91)",4.16150008280831,0.0134001669082929
"MZS","Italian","cugino","DW","latin",17578,2588873046,"web","Italian Web 2010 (itTenTen)",11,"Italian","kinterm","ital1282","IE80(156,167)",4.16150008280831,0.0134001669082929
"MZS","Frisian","neef","CB","german2",NA,NA,NA,NA,11,"Frisian","kinterm","fris1239","IE305;IE307;IE348",4.16150008280831,0.0134001669082929
"MZS","English","cousin","CL","latin",21,17400000,"spoken","CELEX",11,"English_ST","kinterm","stan1293","IE72",4.16150008280831,0.0134001669082929
"MZS","Romanian","văr","EX","iberian",216,4.1e+07,"written","ROMBAC",11,"Romanian_List","kinterm","roma1327",NA,4.16150008280831,0.0134001669082929
"MZS","Greek","ξαδερφος","DG","greek",102,1958348129,"web","Greek Web 2014 (elTenTen14)",11,"Greek_Mod","kinterm","mode1248",NA,4.16150008280831,0.0134001669082929
"MZS","Swedish","kusin","CR","latin",NA,1e+06,"spoken","SUC",11,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",4.16150008280831,0.0134001669082929
"MZS","Portuguese","primo","ER","iberian",1664,4.5e+07,"written","CoP",11,"Portuguese_ST","kinterm","port1283","IE80(166)",4.16150008280831,0.0134001669082929
"MZS","Danish","fætter","BU","german",26992,2042601251,"web","Danish Web 2014 (daTenTen14)",11,"Danish","kinterm","dani1285","IE89(95)",4.16150008280831,0.0134001669082929
"MZS","Macedonian","братучед","AP","slavic",NA,NA,NA,NA,11,"Macedonian","kinterm","mace1250",NA,4.16150008280831,0.0134001669082929
"MZS","German","Cousin","CR","latin",40879,16534176369,"web","German Web 2013 (deTenTen13)",11,"German_ST","kinterm","stan1295","IE74;IE234(268)",4.16150008280831,0.0134001669082929
"MZS","Polish","kuzyn","CR","latin",20,3e+08,"spoken","Polish NC written PELCRA spoken",11,"Polish","kinterm","poli1260","IE71(268);IE146(754)",4.16150008280831,0.0134001669082929
"MZS","Romanian","văr","EX","iberian",NA,4.1e+07,"spoken","ROMBAC",11,"Romanian_List","kinterm","roma1327",NA,4.16150008280831,0.0134001669082929
"MZS","Czech","bratranec","BM","slavic",14,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",11,"Czech","kinterm","czec1258","IE146(527);IE288(117)",4.16150008280831,0.0134001669082929
"MZS","Albanian","kushëri","FY","albanian",275,16700000,"written","Albanian NC",11,"Albanian_Top","kinterm","alba1267","IE12(156);IE138(73)",4.16150008280831,0.0134001669082929
"MZS","Dutch","neef","CB","german2",1162,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",11,"Dutch_List","kinterm","dutc1256","IE73",4.16150008280831,0.0134001669082929
"MZS","Sindhi","masātu","II","indian",NA,NA,NA,NA,11,"Sindhi","kinterm","sind1272","DR7(99);IE292);IE9(112)",4.16150008280831,0.0134001669082929
"MZS","French","cousin","CR","latin",39.05,1.5e+07,"written","lexique corpus",11,"French","kinterm","stan1290","IE80(156,167)",4.16150008280831,0.0134001669082929
"MZS","Ukrainian","kuzén","CR","latin",NA,NA,NA,NA,11,"Ukrainian","kinterm","ukra1253","IE146(993)",4.16150008280831,0.0134001669082929
"S","Norwegian","sønn","EJ","i",72853,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",7,"Riksmal","kinterm","norw1259","IE89(95)",1.66941729780198,0.00679155132440427
"S","Assamese","put","GD","indian",NA,NA,NA,NA,7,"Assamese","kinterm","assa1263","DR7(104);IE224(72);IE292",1.66941729780198,0.00679155132440427
"S","Welsh","mab","AG","celtic",NA,NA,NA,NA,7,"Welsh_C","kinterm","wels1247","IE288(105); IE339",1.66941729780198,0.00679155132440427
"S","Czech","syn","AQ","i",686247,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",7,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.66941729780198,0.00679155132440427
"S","Kashmiri","nechuv","HE","misc",NA,NA,NA,NA,7,"Kashmiri","kinterm","kash1277","IE42(40);IE121(224);IE218(194);IE43(232)",1.66941729780198,0.00679155132440427
"S","Romanian","fiu","CS","latin",NA,4.1e+07,"spoken","ROMBAC",7,"Romanian_List","kinterm","roma1327","IE12(161)",1.66941729780198,0.00679155132440427
"S","Bulgarian","син","AQ","i",NA,1.95e+09,"spoken","Bulgarian NC",7,"Bulgarian","kinterm","bulg1262",NA,1.66941729780198,0.00679155132440427
"S","Marathi","mulagaː","HQ","misc",NA,NA,NA,NA,7,"Marathi","kinterm","mara1378",NA,1.66941729780198,0.00679155132440427
"S","Slovak","syn","AQ","i",NA,NA,NA,NA,7,"Slovak","kinterm","slov1269","IE146(588);IE177(101);IE301(41,42)",1.66941729780198,0.00679155132440427
"S","Swedish","son","CC","i",NA,1e+06,"spoken","SUC",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.66941729780198,0.00679155132440427
"S","Urdu","bēṭa","GZ","indian2",NA,NA,NA,NA,7,"Urdu","kinterm","urdu1245","IE188(350);IE363(26);IE292",1.66941729780198,0.00679155132440427
"S","Czech","syn","AQ","i",21846,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",7,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.66941729780198,0.00679155132440427
"S","Czech","syn","AQ","i",93,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",7,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.66941729780198,0.00679155132440427
"S","Ossetic","fyrt","HY","misc",NA,NA,NA,NA,7,"Iron_Ossetic","kinterm","osse1245","IE211(190);IE209(102,108)",1.66941729780198,0.00679155132440427
"S","Frisian","soan","AQ","i",NA,NA,NA,NA,7,"Frisian","kinterm","fris1239","IE305;IE307;IE348",1.66941729780198,0.00679155132440427
"S","French","fils","CS","latin",480.15,1.5e+07,"spoken","lexique corpus",7,"French","kinterm","stan1290","IE80(156,167)",1.66941729780198,0.00679155132440427
"S","Spanish","hijo","FE","latin",3729,1e+08,"written","CoE",7,"Spanish","kinterm","stan1288","IE80(156-167)",1.66941729780198,0.00679155132440427
"S","Spanish","hijo","FE","latin",691,1e+08,"spoken","CoE",7,"Spanish","kinterm","stan1288","IE80(156-167)",1.66941729780198,0.00679155132440427
"S","Swedish","son","CC","i",415257,3411216955,"web","Swedish Web 2014 (svTenTen14)",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.66941729780198,0.00679155132440427
"S","Lahnda","puttur","HL","indian",NA,NA,NA,NA,7,"Lahnda","kinterm","lahn1241","IE337(133,6);IE293(385);IE292(127,158,159);IE338(48)",1.66941729780198,0.00679155132440427
"S","Bulgarian","син","AQ","i",41060,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",7,"Bulgarian","kinterm","bulg1262",NA,1.66941729780198,0.00679155132440427
"S","Portuguese","filho","BA","latin",11570,4.5e+07,"written","CoP",7,"Portuguese_ST","kinterm","port1283","IE80(165)",1.66941729780198,0.00679155132440427
"S","Italian","figlio","DX","latin",347235,2588873046,"web","Italian Web 2010 (itTenTen)",7,"Italian","kinterm","ital1282","IE80(156,167)",1.66941729780198,0.00679155132440427
"S","Italian","figlio","DX","latin",24,1.3e+08,"spoken","CORIS",7,"Italian","kinterm","ital1282","IE80(156,167)",1.66941729780198,0.00679155132440427
"S","Norwegian","sønn","EJ","i",152726,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",7,"Riksmal","kinterm","norw1259","IE89(95)",1.66941729780198,0.00679155132440427
"S","Czech","syn","AQ","i",226361,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",7,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.66941729780198,0.00679155132440427
"S","Bengali","putra","GJ","indian",NA,NA,NA,NA,7,"Bengali","kinterm","beng1280","IE508",1.66941729780198,0.00679155132440427
"S","Irish","mac","AG","celtic",NA,NA,NA,NA,7,"Irish_A","kinterm","iris1253","IE225(432);IE182(105);IE294(61)",1.66941729780198,0.00679155132440427
"S","Romanian","fiu","CS","latin",4940,4.1e+07,"written","ROMBAC",7,"Romanian_List","kinterm","roma1327","IE12(161)",1.66941729780198,0.00679155132440427
"S","German","Sohn","CC","i",1426628,16534176369,"web","German Web 2013 (deTenTen13)",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.66941729780198,0.00679155132440427
"S","Albanian","bir","FT","albanian",709,16700000,"spoken","Albanian NC",7,"Albanian_Top","kinterm","alba1267","IE29(262);IE139(44);IE20(70)",1.66941729780198,0.00679155132440427
"S","German","Sohn","CC","i",787,5400000,"written","CELEX",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.66941729780198,0.00679155132440427
"S","Nepali","choro","HS","misc",NA,NA,NA,NA,7,"Nepali_List","kinterm","nepa1254","DR7(104);IE197(30);IE293(203)",1.66941729780198,0.00679155132440427
"S","Danish","søn","AQ","i",253625,2042601251,"web","Danish Web 2014 (daTenTen14)",7,"Danish","kinterm","dani1285","IE996;IE89(95)",1.66941729780198,0.00679155132440427
"S","Avestan","puθra-","GJ","indian",NA,NA,NA,NA,7,"Avestan","kinterm","aves1237","IE507",1.66941729780198,0.00679155132440427
"S","Polish","syn","AQ","i",111,3e+08,"spoken","Polish NC written PELCRA spoken",7,"Polish","kinterm","poli1260","IE71(261);IE59(143);IE146(754)",1.66941729780198,0.00679155132440427
"S","Polish","syn","AQ","i",1103828,7796796565,"web","Polish Web 2012 (plTenTen12)",7,"Polish","kinterm","poli1260","IE71(261);IE59(143);IE146(754)",1.66941729780198,0.00679155132440427
"S","Bulgarian","син","AQ","i",163283,1.95e+09,"written","Bulgarian NC",7,"Bulgarian","kinterm","bulg1262",NA,1.66941729780198,0.00679155132440427
"S","German","Sohn","CC","i",1844067,16534176369,"web","German Web 2013 (deTenTen13)",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.66941729780198,0.00679155132440427
"S","Swedish","son","CC","i",244980,3411216955,"web","Swedish Web 2014 (svTenTen14)",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.66941729780198,0.00679155132440427
"S","Swedish","son","CC","i",100,1e+06,"written","SUC",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",1.66941729780198,0.00679155132440427
"S","Greek","υιός","DH","latin",8412,1958348129,"web","Greek Web 2014 (elTenTen14)",7,"Greek_Mod","kinterm","mode1248",NA,1.66941729780198,0.00679155132440427
"S","Croatian","sin","AQ","i",69308,1.21e+09,"web","hrWaC",7,"Serbocroatian_Croatia","kinterm","sout1528","IE20(47);IE65(25);IE63(46);IE12(146)",1.66941729780198,0.00679155132440427
"S","English","son","AQ","i",100,17400000,"spoken","CELEX",7,"English_ST","kinterm","stan1293","IE72",1.66941729780198,0.00679155132440427
"S","Portuguese","filho","BA","latin",574153,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",7,"Portuguese_ST","kinterm","port1283","IE80(165)",1.66941729780198,0.00679155132440427
"S","Macedonian","син","AQ","i",NA,NA,NA,NA,7,"Macedonian","kinterm","mace1250",NA,1.66941729780198,0.00679155132440427
"S","Gujarati","put","GD","indian",NA,NA,NA,NA,7,"Gujarati","kinterm","guja1252","IE9(105)",1.66941729780198,0.00679155132440427
"S","Portuguese","filho","BA","latin",610,4.5e+07,"spoken","CoP",7,"Portuguese_ST","kinterm","port1283","IE80(165)",1.66941729780198,0.00679155132440427
"S","Russian","сын","AQ","i",2621510,14553856113,"web","Russian Web 2011 (ruTenTen11)",7,"Russian","kinterm","russ1263",NA,1.66941729780198,0.00679155132440427
"S","Lithuanian","sūnùs","EH","i",NA,NA,NA,NA,7,"Lithuanian_ST","kinterm","lith1251","IE13(33);IE21(79);IE287(97,102);IE288(105)",1.66941729780198,0.00679155132440427
"S","German","Sohn","CC","i",37,5400000,"spoken","CELEX",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.66941729780198,0.00679155132440427
"S","Italian","figlio","DX","latin",738506,2588873046,"web","Italian Web 2010 (itTenTen)",7,"Italian","kinterm","ital1282","IE80(156,167)",1.66941729780198,0.00679155132440427
"S","Italian","figlio","DX","latin",45685,1.3e+08,"written","CORIS",7,"Italian","kinterm","ital1282","IE80(156,167)",1.66941729780198,0.00679155132440427
"S","Albanian","bir","FT","albanian",4119,16700000,"written","Albanian NC",7,"Albanian_Top","kinterm","alba1267","IE29(262);IE139(44);IE20(70)",1.66941729780198,0.00679155132440427
"S","Dutch","zoon","CC","i",38066,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",7,"Dutch_List","kinterm","dutc1256","IE73",1.66941729780198,0.00679155132440427
"S","Breton","mab","AG","celtic",NA,NA,NA,NA,7,"Breton_List","kinterm","bret1244","IE182(369);IE82(93);IE288(105)",1.66941729780198,0.00679155132440427
"S","English","son","AQ","i",4363,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",7,"English_ST","kinterm","stan1293","IE72",1.66941729780198,0.00679155132440427
"S","Polish","syn","AQ","i",321518,7796796565,"web","Polish Web 2012 (plTenTen12)",7,"Polish","kinterm","poli1260","IE71(261);IE59(143);IE146(754)",1.66941729780198,0.00679155132440427
"S","Portuguese","filho","BA","latin",1809152,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",7,"Portuguese_ST","kinterm","port1283","IE80(165)",1.66941729780198,0.00679155132440427
"S","Russian","сын","AQ","i",23247.96,8200000,"written","Russian NC via Leeds",7,"Russian","kinterm","russ1263",NA,1.66941729780198,0.00679155132440427
"S","Danish","søn","AQ","i",150659,2042601251,"web","Danish Web 2014 (daTenTen14)",7,"Danish","kinterm","dani1285","IE996;IE89(95)",1.66941729780198,0.00679155132440427
"S","Spanish","hijo","FE","latin",3550529,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",7,"Spanish","kinterm","stan1288","IE80(156-167)",1.66941729780198,0.00679155132440427
"S","Hindi","beʈaː","GZ","indian2",NA,NA,NA,NA,7,"Hindi","kinterm","hind1269",NA,1.66941729780198,0.00679155132440427
"S","Belarusian","syn","AQ","i",NA,NA,NA,NA,7,"Byelorussian","kinterm","bela1254","IE146(941);IE296(324)",1.66941729780198,0.00679155132440427
"S","Spanish","hijo","FE","latin",1178390,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",7,"Spanish","kinterm","stan1288","IE80(156-167)",1.66941729780198,0.00679155132440427
"S","Oriya","puvo","HU","indian",NA,NA,NA,NA,7,"Oriya","kinterm","oriy1255","DR7(146);IE224(72);IE9(105)",1.66941729780198,0.00679155132440427
"S","Russian","сын","AQ","i",218.04,8200000,"spoken","Russian NC via Leeds",7,"Russian","kinterm","russ1263",NA,1.66941729780198,0.00679155132440427
"S","Icelandic","sonur","DQ","i",176,6.5e+07,"written","textasafn",7,"Icelandic_ST","kinterm","icel1247","IE86(186);IE89(91)",1.66941729780198,0.00679155132440427
"S","Sindhi","puṭu","GD","indian",NA,NA,NA,NA,7,"Sindhi","kinterm","sind1272","DR7(100);IE292);IE9(105)",1.66941729780198,0.00679155132440427
"S","Romanian","fiu","CS","latin",9926,44729032,"web","Romanian Web (roWaC)",7,"Romanian_List","kinterm","roma1327","IE12(161)",1.66941729780198,0.00679155132440427
"S","Dutch","zoon","CC","i",247452,2576596803,"web","Dutch Web 2014 (nlTenTen14)",7,"Dutch_List","kinterm","dutc1256","IE73",1.66941729780198,0.00679155132440427
"S","English","son","AQ","i",3561,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",7,"English_ST","kinterm","stan1293","IE72",1.66941729780198,0.00679155132440427
"S","Serbian","sin",NA,"i",24816,5.54e+08,"web","scWaC",7,"Serbocroatian","kinterm","sout1528","IE20(47);IE65(25);IE63(46);IE12(146)",1.66941729780198,0.00679155132440427
"S","Icelandic","sonur","DQ","i",24,6.5e+07,"spoken","textasafn",7,"Icelandic_ST","kinterm","icel1247","IE86(186);IE89(91)",1.66941729780198,0.00679155132440427
"S","English","son","AQ","i",3589,17400000,"written","CELEX",7,"English_ST","kinterm","stan1293","IE72",1.66941729780198,0.00679155132440427
"S","Catalan","fill","BA","latin",20462,4189954719,"web","Catalan Web 2014 (caTenTen14)",7,"Catalan","kinterm","stan1289","IE285(4);IE286(416)",1.66941729780198,0.00679155132440427
"S","Dutch","zoon","CC","i",7997,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",7,"Dutch_List","kinterm","dutc1256","IE73",1.66941729780198,0.00679155132440427
"S","Catalan","fill","BA","latin",18170,4189954719,"web","Catalan Web 2014 (caTenTen14)",7,"Catalan","kinterm","stan1289","IE285(4);IE286(416)",1.66941729780198,0.00679155132440427
"S","Polish","syn","AQ","i",15371,3e+08,"written","Polish NC written PELCRA spoken",7,"Polish","kinterm","poli1260","IE71(261);IE59(143);IE146(754)",1.66941729780198,0.00679155132440427
"S","Romanian","fiu","CS","latin",8837,44729032,"web","Romanian Web (roWaC)",7,"Romanian_List","kinterm","roma1327","IE12(161)",1.66941729780198,0.00679155132440427
"S","Ukrainian","syn","AQ","i",NA,NA,NA,NA,7,"Ukrainian","kinterm","ukra1253","IE146(993);IE297(314);IE299)",1.66941729780198,0.00679155132440427
"S","French","fils","CS","latin",1442017,9889689889,"web","French Web 2012 (frTenTen12)",7,"French","kinterm","stan1290","IE80(156,167)",1.66941729780198,0.00679155132440427
"S","Russian","сын","AQ","i",811604,14553856113,"web","Russian Web 2011 (ruTenTen11)",7,"Russian","kinterm","russ1263",NA,1.66941729780198,0.00679155132440427
"S","Dutch","zoon","CC","i",187313,2576596803,"web","Dutch Web 2014 (nlTenTen14)",7,"Dutch_List","kinterm","dutc1256","IE73",1.66941729780198,0.00679155132440427
"S","French","fils","CS","latin",247.64,1.5e+07,"written","lexique corpus",7,"French","kinterm","stan1290","IE80(156,167)",1.66941729780198,0.00679155132440427
"Z","Bengali","bona","GQ","indian",NA,NA,NA,NA,6,"Bengali","kinterm","beng1280","IE508",1.2052625918976,0.00506460495466527
"Z","Slovak","sestra","AR","i",NA,NA,NA,NA,6,"Slovak","kinterm","slov1269","IE146(587);IE177(101);IE330(35)",1.2052625918976,0.00506460495466527
"Z","Frisian","sus","CD","i",NA,NA,NA,NA,6,"Frisian","kinterm","fris1239","IE305;IE307;IE348",1.2052625918976,0.00506460495466527
"Z","Greek","αδελφή","DI","misc",20849,1958348129,"web","Greek Web 2014 (elTenTen14)",6,"Greek_Mod","kinterm","mode1248",NA,1.2052625918976,0.00506460495466527
"Z","Kashmiri","beni","HB","indian",NA,NA,NA,NA,6,"Kashmiri","kinterm","kash1277","IE42(40);IE43(229);IE121(224,225);IE218(194)",1.2052625918976,0.00506460495466527
"Z","Latvian","masa","EB","misc",NA,NA,NA,NA,6,"Latvian","kinterm","latv1249",NA,1.2052625918976,0.00506460495466527
"Z","German","Schwester","CY","i",13,5400000,"spoken","CELEX",6,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.2052625918976,0.00506460495466527
"Z","Bulgarian","сестра","AR","i",21630,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",6,"Bulgarian","kinterm","bulg1262",NA,1.2052625918976,0.00506460495466527
"Z","Marathi","bahiːɳa","HP","indian",NA,NA,NA,NA,6,"Marathi","kinterm","mara1378",NA,1.2052625918976,0.00506460495466527
"Z","Czech","sestra","AR","i",117,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",6,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.2052625918976,0.00506460495466527
"Z","German","Schwester","CY","i",847345,16534176369,"web","German Web 2013 (deTenTen13)",6,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.2052625918976,0.00506460495466527
"Z","Lahnda","bhéṇ","HJ","indian",NA,NA,NA,NA,6,"Lahnda","kinterm","lahn1241","IE337(133,6,7);IE292(70);IE293(459)",1.2052625918976,0.00506460495466527
"Z","Spanish","hermana","BB","latin",726,1e+08,"written","CoE",6,"Spanish","kinterm","stan1288","IE80(156-167)",1.2052625918976,0.00506460495466527
"Z","Czech","sestra","AR","i",110215,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",6,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.2052625918976,0.00506460495466527
"Z","Italian","sorella","DY","i",114826,2588873046,"web","Italian Web 2010 (itTenTen)",6,"Italian","kinterm","ital1282","IE80(156,167)",1.2052625918976,0.00506460495466527
"Z","Polish","siostra","AR","i",190,3e+08,"spoken","Polish NC written PELCRA spoken",6,"Polish","kinterm","poli1260","IE71(262);IE59(143);IE146(754)",1.2052625918976,0.00506460495466527
"Z","Breton","c'hoar","AH","celtic",NA,NA,NA,NA,6,"Breton_List","kinterm","bret1244","IE180(181);IE182(366);IE82(93,95);IE288(107); IE83",1.2052625918976,0.00506460495466527
"Z","Bulgarian","сестра","AR","i",NA,1.95e+09,"spoken","Bulgarian NC",6,"Bulgarian","kinterm","bulg1262",NA,1.2052625918976,0.00506460495466527
"Z","Albanian","motër","FQ","misc",437,16700000,"spoken","Albanian NC",6,"Albanian_Top","kinterm","alba1267","IE12(155);IE29(261);IE138(17,64);IE20(70)",1.2052625918976,0.00506460495466527
"Z","Croatian","sestra","AR","i",39122,1.21e+09,"web","hrWaC",6,"Serbocroatian_Croatia","kinterm","sout1528","IE20(47);IE65(25);IE63(46,47);IE12(146)",1.2052625918976,0.00506460495466527
"Z","German","Schwester","CY","i",402,5400000,"written","CELEX",6,"German_ST","kinterm","stan1295","IE74;IE234(268)",1.2052625918976,0.00506460495466527
"Z","Spanish","hermana","BB","latin",346,1e+08,"spoken","CoE",6,"Spanish","kinterm","stan1288","IE80(156-167)",1.2052625918976,0.00506460495466527
"Z","Bulgarian","сестра","AR","i",60080,1.95e+09,"written","Bulgarian NC",6,"Bulgarian","kinterm","bulg1262",NA,1.2052625918976,0.00506460495466527
"Z","Albanian","motër","FQ","misc",1125,16700000,"written","Albanian NC",6,"Albanian_Top","kinterm","alba1267","IE12(155);IE29(261);IE138(17,64);IE20(70)",1.2052625918976,0.00506460495466527
"Z","Spanish","hermana","BB","latin",285553,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",6,"Spanish","kinterm","stan1288","IE80(156-167)",1.2052625918976,0.00506460495466527
"Z","Norwegian","søster","EK","i",47441,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",6,"Riksmal","kinterm","norw1259","IE89(95)",1.2052625918976,0.00506460495466527
"Z","Spanish","hermana","BB","latin",9748,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",6,"Spanish","kinterm","stan1288","IE80(156-167)",1.2052625918976,0.00506460495466527
"Z","Icelandic","systir","BV","i",252,6.5e+07,"written","textasafn",6,"Icelandic_ST","kinterm","icel1247","IE89(91)",1.2052625918976,0.00506460495466527
"Z","Macedonian","сестра","AR","i",NA,NA,NA,NA,6,"Macedonian","kinterm","mace1250",NA,1.2052625918976,0.00506460495466527
"Z","Oriya","bhauni","GA","indian",NA,NA,NA,NA,6,"Oriya","kinterm","oriy1255","DR7(146);IE224(71);IE9(109)",1.2052625918976,0.00506460495466527
"Z","Lithuanian","sesuo","EI","i",NA,NA,NA,NA,6,"Lithuanian_ST","kinterm","lith1251",NA,1.2052625918976,0.00506460495466527
"Z","Czech","sestra","AR","i",16792,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",6,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.2052625918976,0.00506460495466527
"Z","Portuguese","irmã","ES","latin",3121,4.5e+07,"written","CoP",6,"Portuguese_ST","kinterm","port1283","IE80(166)",1.2052625918976,0.00506460495466527
"Z","Avestan","xʷaŋhar-","GH","misc",NA,NA,NA,NA,6,"Avestan","kinterm","aves1237","IE507",1.2052625918976,0.00506460495466527
"Z","Norwegian","søster","EK","i",104646,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",6,"Riksmal","kinterm","norw1259","IE89(95)",1.2052625918976,0.00506460495466527
"Z","Gujarati","bahan","GX","indian",NA,NA,NA,NA,6,"Gujarati","kinterm","guja1252","IE9(109);IE155(93);IE108(167);IE96(211);DR7(146)",1.2052625918976,0.00506460495466527
"Z","Ossetic","xwæræ","HW","indian2",NA,NA,NA,NA,6,"Iron_Ossetic","kinterm","osse1245","IE211(248)",1.2052625918976,0.00506460495466527
"Z","Czech","sestra","AR","i",369758,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",6,"Czech","kinterm","czec1258","IE146(527);IE288(105)",1.2052625918976,0.00506460495466527
"Z","Portuguese","irmã","ES","latin",77,4.5e+07,"spoken","CoP",6,"Portuguese_ST","kinterm","port1283","IE80(166)",1.2052625918976,0.00506460495466527
"Z","Portuguese","irmã","ES","latin",104344,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",6,"Portuguese_ST","kinterm","port1283","IE80(166)",1.2052625918976,0.00506460495466527
"Z","Dutch","zus","CD","i",423,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",6,"Dutch_List","kinterm","dutc1256","IE73",1.2052625918976,0.00506460495466527
"Z","English","sister","CM","i",1299,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",6,"English_ST","kinterm","stan1293","IE72",1.2052625918976,0.00506460495466527
"Z","English","sister","CM","i",75,17400000,"spoken","CELEX",6,"English_ST","kinterm","stan1293","IE72",1.2052625918976,0.00506460495466527
"Z","English","sister","CM","i",1964,17400000,"written","CELEX",6,"English_ST","kinterm","stan1293","IE72",1.2052625918976,0.00506460495466527
"Z","Danish","søster","BV","i",115128,2042601251,"web","Danish Web 2014 (daTenTen14)",6,"Danish","kinterm","dani1285","IE996;IE89(95)",1.2052625918976,0.00506460495466527
